data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1965-12-31;16608;Equatorial Maranhao Distribuidora De Energia S.a.;Equatorial Maranhao;06272793000184;EQMA;Utilidade Publica;Energia Eletrica;Energia Eletrica;Empresa Distribuidora de Energia Elétrica Para Todo O Estado Do Maranhão.;Sim;http://www.cemar-ma.com.br
1997-09-08;16624;Uptick Participacoes Sa;Uptick;02162616000194;UPKP;Utilidade Publica;Energia Eletrica;Energia Eletrica;"";Sim;http://www.uptickbrasil.com.br
1997-12-11;16985;Edp Sao Paulo Distribuicao De Energia S.a.;Ebe;02302100000106;EBEN;Utilidade Publica;Energia Eletrica;Energia Eletrica;Distribuição de Energia Elétrica;Sim;http://www.bandeirante.com.br
1997-12-11;16993;Emae - Empresa Metropolitana De Aguas E Energia S.a.;Emae;02302101000142;EMAE;Utilidade Publica;Energia Eletrica;Energia Eletrica;Produção de Energia Elétrica;Sim;http://www.emae.com.br
1998-01-29;17329;Engie Brasil Energia S.a.;Engie;02474103000119;EGIE;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração E Comercialização de Energia Elétrica;Sim;http://www.engie.com.br
1998-01-06;17485;Elektro Redes S.a.;Elektro;02328280000197;EKTR;Utilidade Publica;Energia Eletrica;Energia Eletrica;Distribuição de Energia Elétrica;Sim;http://www.elektro.com.br
1961-12-14;18139;Companhia Energetica Do Rio Grande Do Norte;Cosern;08324196000181;CSRN;Utilidade Publica;Energia Eletrica;Energia Eletrica;Serviço Público de Distribuição de Energia Elétrica;Sim;http://www.cosern.com.br
1960-08-31;18309;Equatorial Para Distribuidora De Energia S.a.;Equatorial Para;04895728000180;EQPA;Utilidade Publica;Energia Eletrica;Energia Eletrica;Distribuição de Energia Elétrica;Sim;http://www.celpa.com.br
1999-02-04;18368;Rio Paranapanema Energia S.a.;Rio Paranapanema Energia;02998301000181;GEPA;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração E Comercialização de Energia Elétrica;Sim;http://www.paranapanemaenergia.com.br
1999-02-04;18376;Cteep - Companhia De Transmissao De Energia Eletrica Paulista;Transmissao Paulista;02998611000104;TRPL;Utilidade Publica;Energia Eletrica;Energia Eletrica;Transmissão de Energia Elétrica;Sim;http://www.isacteep.com.br
1998-03-20;18660;Cpfl Energia S.a.;Cpfl Energia;02429144000193;CPFE;Utilidade Publica;Energia Eletrica;Energia Eletrica;Gestão de Participações Societárias (holdings);Sim;http://www.cpfl.com.br
2000-07-19;18953;Cpfl Geracao De Energia S/a;Cpfl Geracao;03953509000147;CPFG;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração de Energia Elétrica;Sim;http://www.cpfl.com.br
2000-11-06;18970;Aes Tiete Energia S.a.;Aes Tiete Energia;04128563000110;TIET;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração E Comercialização de Energia Elétrica;Sim;http://ri.aestiete.com.br
1997-12-10;19232;Produtores Energeticos De Manso Sa - Proman;Proman;02291077000193;PRMN;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração de Energia Elétrica;Sim;http://www.promanmt.com.br
2000-12-01;19275;Cia Piratininga De Forca E Luz;Cpfl Piratin;04172213000151;CPFP;Utilidade Publica;Energia Eletrica;Energia Eletrica;Prestação de Serviços Públicos de Distribuição de Energia Elétrica.;Sim;http://www.cpfl.com.br
1999-01-21;19364;Itapebi Geracao De Energia S/a;Itapebi;02397080000196;ITPB;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração de Energia Elétrica;Sim;http://www.itapebi.com.br
2000-06-24;19763;Edp Energias Do Brasil S.a.;Edp Brasil;03983431000103;ENBR;Utilidade Publica;Energia Eletrica;Energia Eletrica;área de Negócios: Geração. Distribuição. Transmissão E Comercialização de Energia Elétrica;Sim;http://www.edpbr.com.br
2000-04-20;19852;Termopernambuco Sa;Termope;03795050000109;TMPE;Utilidade Publica;Energia Eletrica;Energia Eletrica;"";Sim;http://www.termope.com.br
1999-07-27;19879;Light S.a.;Light;03378521000175;LIGT;Utilidade Publica;Energia Eletrica;Energia Eletrica;Participação em Sociedades P/ Exploração Serviços de Energia Elétrica;Sim;http://www.light.com.br
1999-06-16;20010;Equatorial Energia S.a.;Equatorial Energia;03220438000173;EQTL;Utilidade Publica;Energia Eletrica;Energia Eletrica;Empresa Holding Com Atuação No Setor Elétrico;Sim;http://www.equatorialenergia.com.br
2006-01-23;20257;Transmissora Alianca De Energia Eletrica S.a.;Taesa;07859971000130;TAEE;Utilidade Publica;Energia Eletrica;Energia Eletrica;Transmissão de Energia Elétrica.;Sim;http://www.taesa.com.br
2004-09-08;20303;Cemig Distribuicao S/a;Cemig Dist;06981180000116;CMGD;Utilidade Publica;Energia Eletrica;Energia Eletrica;O Objetivo Da Companhia É Estudar. Planejar. Projetar. Construir. Operar E Explorar Sistemas de Distribuição E Comercialização de Energia Elétrica E Serviços Correlatos.;Sim;http://www.cemig.infoinvest.com.br
2004-09-08;20320;Cemig Geracao E Transmissao S/a;Cemig Gt;06981176000158;CMGT;Utilidade Publica;Energia Eletrica;Energia Eletrica;Realiza Atividades de Geração. Transmissão E Comercialização de Energia Elétrica E Serviços Correlatos Que Lhe Tenham Sido Ou Venham A Ser Concedidos.;Sim;http://ri.cemig.com.br
2006-10-02;20540;Cpfl Energias Renovaveis S.a.;Cpfl Renovav;08439659000150;CPRE;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração de Energias Renováveis.;Sim;http://www.cpflrenovaveis.com.br
2006-12-01;20648;Companhia Estadual De Distribuicao De Energia Eletrica;Ceee D;08467115000100;CEED;Utilidade Publica;Energia Eletrica;Energia Eletrica;Prestação de Serviços de Natureza Pública Ou Privada. No Setor de Distribuição de Energia elétrica.;Sim;http://www.ceee.com.br
2001-04-25;21237;Eneva S.a.;Eneva;04423567000121;ENEV;Utilidade Publica;Energia Eletrica;Energia Eletrica;Empresa de Recursos Naturais E de Geração de Energia Elétrica. Integração Vertical Na Geração de Energia Elétrica.;Sim;http://www.eneva.com.br
2006-12-04;21393;Companhia Celg De Participacoes S.a.;Celgpar;08560444000193;GPAR;Utilidade Publica;Energia Eletrica;Energia Eletrica;Participação em Outras Sociedades Como Acionista Ou Sócio-cotista E. Ainda. A Explotação Direta Ou Indireta de Serviços de Energia Elétrica.;Sim;http://ricelgpar.celggt.com/
2006-09-27;21490;Alupar Investimento S.a.;Alupar;08364948000138;ALUP;Utilidade Publica;Energia Eletrica;Energia Eletrica;"A Participação em Outras Sociedades Atuantes Nos Setores de Energia E Infra-estrutura. No Brasil Ou No Exterior; A Geração. Transformação. Transporte. A Distribuiçãoe O Comércio de Energia.";Sim;http://www.alupar.com.br
2006-12-06;21636;Renova Energia S.a.;Renova Energia;08534605000174;RNEW;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração de Energia Por Meio de Fontes Renováveis.;Sim;http://www.renovaenergia.com.br
2008-08-18;22179;Afluente Transmissao De Energia Eletrica S.a.;Afluente T;10338320000100;AFLT;Utilidade Publica;Energia Eletrica;Energia Eletrica;Transmissão de Energia Elétrica;Sim;http://www.afluentet.com.br/
1995-05-19;22594;Statkraft Energias Renovaveis S.a.;Statkraft;00622416000141;STKF;Utilidade Publica;Energia Eletrica;Energia Eletrica;A Companhia Atua No Ramo de Geração de Energia Elétrica Por Meio de Fontes Renováveis.;Sim;http://www.statkraft.com.br
2002-10-09;22683;Cachoeira Paulista Transmissora De Energia Sa;Cachoeira;05336882000184;"";Utilidade Publica;Energia Eletrica;Energia Eletrica;Transmissão de Energia Elétrica.;Sim;http://www.isoluxcorsan.com/cachoeirapaulista
2010-08-10;22977;Ferreira Gomes Energia S.a.;Fgenergia;12489315000123;"";Utilidade Publica;Energia Eletrica;Energia Eletrica;Construção. Operação E Exploração de Potencial de Energia Hidráulica E Comercialização Ou Utilização Da Energia Elétrica Produzida;Sim;http://www.ferreiragomesenergia.com.br
2008-10-23;23329;Termeletrica Pernambuco Iii S.a.;Term. Pe Iii;10502676000137;"";Utilidade Publica;Energia Eletrica;Energia Eletrica;Implantação E Exploração de Empreendimentos de Geração de Energia Elétrica E Infra¬estrutura correlata. Comercialização de Energia Elétrica Gerada em Tais Empreendimentos.;Sim;http://www.utepeiii.com.br
2008-01-17;23388;Santo Antonio Energia S.a.;Sto Antonio;09391823000160;STEN;Utilidade Publica;Energia Eletrica;Energia Eletrica;Desenvolvimento Do Projeto de Implementação Da Uhe Santo António E Seu Sistema de Transmissão. Assim Como A Condução de Todas As Atividades Necessárias à Construção. Operação. Manutenção E Exploração.;Sim;http://www.santoantonioenergia.com.br/
2007-09-26;23426;Omega Geracao S.a.;Omega Geracao;09149503000106;OMGE;Utilidade Publica;Energia Eletrica;Energia Eletrica;Geração de Energia Elétrica Ou Participação. Direta Ou Por Meio de Joint Venture. Consórcio Ou Qualquer Outra Sociedade. em Ativos de Energia Elétrica Que Já Tenham Atingido A Fase Operacional;Sim;http://www.omegageracao.com.br
2016-12-19;25488;Focus Energia Holding Participacoes Sa;Focus Energia;26735020000102;POWE;Utilidade Publica;Energia Eletrica;Energia Eletrica;"";Sim;""
2020-03-20;25640;Aes Brasil Energia S.a.;Aes Brasil;37663076000107;AESB;Utilidade Publica;Energia Eletrica;Energia Eletrica;Holding de Instituições Não Financeiras;Sim;http://ri.aesbrasil.com.br
2016-07-15;26280;Comerc Participacoes S.a.;Comerc Par;25369840000157;COMR;Utilidade Publica;Energia Eletrica;Energia Eletrica;Partic. em Outras Soc.. Nacionais Ou Estrangeiras. Que Atuem No Setor de Energia Ou Infraestrutura Ou Que Desenvolvam Ativ. Afins. Complem. Ou de Apoio às Desenv. Pela Cia. Ou Suas Subsidiárias.;Sim;""
