b3_issuer_code;b3_listing_segment;b3_sector;b3_segment;b3_subsector;cnpj;controlling_interest;cvm_code;founding_date;is_b3_listed;is_foreign;is_state_owned;main_activity;name;trade_name;website
"";"";"";"";"";24.921.465/0001-43;private;26204;2016-04-05;false;"";false;"";BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A;"";""
"";"";"";"";"";41.811.375/0001-19;private;26212;2021-03-16;false;"";false;"";CANAL COMPANHIA DE SECURITIZAÃ+O;CANAL COMPANHIA DE SECURITIZAÃ+O;""
"";"";"";"";"";41.534.746/0001-62;private;26220;2021-04-12;false;"";false;"";CERES SECURITIZADORA S.A.;CERES SECURITIZADORA S.A.;""
"";"";"";"";"";40.997.635/0001-20;private;26239;2021-01-21;false;"";false;"";TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS XXII S.A.;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS XXII S.A.;""
PORT;NM;Bens Industriais;Serviços de Apoio e Armazenagem;Transporte;33.130.691/0001-05;foreign_holding;26247;1971-01-29;true;false;false;Administração Dos Bens Da Companhia E Participação No Capital de Outras Sociedades.;Wilson Sons Holdings Brasil S.A.;Wilson Sons;""
"";"";"";"";"";84.684.455/0001-63;private;26255;1949-01-04;false;"";false;"";TIGRE S.A. PARTICIPAÇÕES;TIGRE S.A. PARTICIPAÇÕES;""
"";"";"";"";"";35.522.281/0001-27;private;26263;2019-10-04;false;"";false;"";COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS;""
"";"";"";"";"";09.527.023/0001-23;private;26271;2008-04-18;false;"";false;"";ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;"";""
COMR;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;25.369.840/0001-57;private;26280;2016-07-15;true;false;false;Partic. em Outras Soc.. Nacionais Ou Estrangeiras. Que Atuem No Setor de Energia Ou Infraestrutura Ou Que Desenvolvam Ativ. Afins. Complem. Ou de Apoio às Desenv. Pela Cia. Ou Suas Subsidiárias.;COMERC PARTICIPAÇÕES S.A.;COMERC PAR;""
"";"";"";"";"";38.126.888/0001-86;private;26298;2020-08-14;false;"";false;"";Rio Energy Participações S.A.;RIO ENERGY PROJETOS DE ENERGIA S.A;""
"";"";"";"";"";05.303.439/0001-07;private;26301;2002-07-19;false;"";false;"";UNIGEL PARTICIPAÇÕES S.A.;"";""
"";"";"";"";"";40.885.785/0001-41;private;26310;2021-01-26;false;"";false;"";CIA. SECURITIZADORA DE CRED. FIN. VERT-UME;CIA. SECURITIZADORA DE CRED. FIN. VERT-UME;""
"";"";"";"";"";37.702.340/0001-74;private;26328;2020-07-13;false;"";false;"";MONTE RODOVIAS S.A.;MONTE RODOVIAS S.A.;""
"";"";"";"";"";17.943.792/0001-30;private;26336;2013-04-16;false;"";false;"";FULWOOD S.A.;"";""
"";"";"";"";"";41.335.131/0001-07;private;26344;2021-03-17;false;"";false;"";CIA. SECURITIZADORA DE CRED. FIN. VERT-CAPITAL CONSIG;CIA. SECURITIZADORA DE CRED. FIN. VERT-CAPITAL CONSIG;""
"";"";"";"";"";41.508.382/0001-46;private_holding;26352;2021-02-26;false;"";false;"";RODOVIAS DO BRASIL HOLDING S.A.;RODOVIAS DO BRASIL HOLDING S.A.;""
"";"";"";"";"";52.123.916/0001-32;private;26360;1967-05-08;false;"";false;"";DORI ALIMENTOS S.A.;"";""
"";"";"";"";"";13.783.221/0004-78;private;26379;2011-08-01;false;"";false;"";MADERO INDÚSTRIA E COMÉRCIO S.A.;"";""
"";"";"";"";"";05.347.060/0001-07;private;26387;2002-10-09;false;"";false;"";INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;"";""
"";"";"";"";"";82.120.676/0001-83;private;26395;1990-08-01;false;"";false;"";ALMEIDA JUNIOR SHOPPING CENTERS S.A.;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;""
"";"";"";"";"";31.748.174/0001-60;private;26409;2018-10-11;false;"";false;"";VERO S.A.;VERO S.A.;""
"";"";"";"";"";21.110.778/0001-23;private;26417;2014-09-03;false;"";false;"";OLIVEIRA TRUST S.A.;"";""
"";"";"";"";"";07.636.657/0001-99;private;26425;1985-05-07;false;"";false;"";ACO VERDE DO BRASIL S.A;AÃO VERDE DO BRASIL S.A;""
"";"";"";"";"";42.233.757/0001-75;private;26433;2021-06-08;false;"";false;"";ALVAREZ & MARSAL INVESTIMENTOS I S.A.;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;""
"";"";"";"";"";42.500.384/0001-51;private;26441;2021-06-28;false;"";false;"";OMEGA ENERGIA S.A.;OMEGA ENERGIA S.A.;""
"";"";"";"";"";42.938.083/0001-04;private;26450;2021-07-23;false;"";false;"";VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;""
"";"";"";"";"";02.560.878/0001-07;private;26468;1995-08-01;false;"";false;"";HOSPITAL ANCHIETA S.A.;HOSPITAL ANCHIETA S.A.;""
"";"";"";"";"";03.494.776/0001-01;private;26476;2013-05-06;false;"";false;"";AMMO VAREJO S.A.;"";""
"";"";"";"";"";33.572.408/0001-97;private;26484;2019-05-09;false;"";false;"";RUMO MALHA CENTRAL S.A.;RUMO MALHA CENTRAL S.A.;""
"";"";"";"";"";42.603.513/0001-37;private;26492;2021-05-04;false;"";false;"";TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A.;TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A.;""
"";"";"";"";"";43.948.405/0001-69;private;26506;1937-06-11;false;"";false;"";LUPO S.A.;"";""
"";"";"";"";"";09.359.927/0001-97;private_holding;26514;2008-01-14;false;"";false;"";ASA BRANCA HOLDING S.A.;ASA BRANCA HOLDING S.A.;""
"";"";"";"";"";08.322.396/0001-03;private;26522;2006-06-04;false;"";false;"";CERRADINHO BIOENERGIA S.A.;"";""
"";"";"";"";"";39.346.861/0350-38;foreign;26530;2001-12-01;false;"";false;"";CENCOSUD BRASIL COMERCIAL S.A.;"";""
"";"";"";"";"";68.400.225/0001-79;foreign;26549;1992-08-25;false;"";false;"";CLARANET TECHNOLOGY S.A.;"";""
"";"";"";"";"";07.704.246/0001-93;private;26557;2005-09-27;false;"";false;"";DATORA PARTICIPAÇÕES E SERVIÇOS S/A;"";""
"";"";"";"";"";18.903.785/0001-78;private_holding;26565;2013-08-20;false;"";false;"";HOLDING DO ARAGUAIA S.A.;HOLDING DO ARAGUAIA S.A.;""
"";"";"";"";"";20.553.221/0001-02;private;26573;2014-07-02;false;"";false;"";TROCAFONE S.A.;"";""
"";"";"";"";"";35.593.905/0001-05;private;26581;2019-10-14;false;"";false;"";CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;""
"";"";"";"";"";08.213.823/0001-07;private;26590;2006-07-12;false;"";false;"";AURA ALMAS MINERAÇÃO S.A.;AURA ALMAS MINERAÇÃO S.A.;""
"";"";"";"";"";08.397.078/0001-01;private;26603;2006-08-01;false;"";false;"";GSH CORP PARTICIPAÇÕES S.A.;GSH CORP PARTICIPAÇÕES S.A.;""
"";"";"";"";"";12.592.831/0001-89;private_holding;26611;2010-09-21;false;"";false;"";MNLT S.A.;MNLT S.A.;""
"";"";"";"";"";28.594.234/0001-23;private;26620;2017-08-01;false;"";false;"";VTRM ENERGIA PARTICIPAÇÕES S.A.;VTRM ENERGIA PARTICIPAÃiES S.A.;""
"";"";"";"";"";15.090.690/0001-94;private;26638;2011-12-13;false;"";false;"";CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;""
"";"";"";"";"";41.096.674/0001-19;private;26646;2020-09-28;false;"";false;"";CANTU STORE S.A.;"";""
"";"";"";"";"";21.728.083/0001-00;private_holding;26654;2015-01-22;false;"";false;"";TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A;TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A;""
"";"";"";"";"";20.514.590/0001-88;private_holding;26662;2014-06-27;false;"";false;"";ODOYÁ TRANSMISSORA DE ENERGIA S.A;ODOYÁ TRANSMISSORA DE ENERGIA S.A;""
"";"";"";"";"";20.514.555/0001-69;private;26670;2014-06-27;false;"";false;"";ESPERANZA TRANSMISSORA DE ENERGIA S.A.;ESPERANZA TRANSMISSORA DE ENERGIA S.A.;""
"";"";"";"";"";23.864.409/0001-51;private;26689;2015-12-18;false;"";false;"";HOLDING VERZANI & SANDRINI S.A.;"";""
"";"";"";"";"";07.823.262/0001-03;private;26697;2006-01-26;false;"";false;"";FOZ DO RIO CLARO ENERGIA S.A.;FOZ DO RIO CLARO ENERGIA S.A.;""
"";"";"";"";"";61.190.096/0001-92;private;26700;1962-07-04;false;"";false;"";EUROFARMA LABORATËRIOS S.A.;EUROFARMA LABORATËRIOS S.A.;""
"";"";"";"";"";09.584.854/0001-37;private;26719;2008-04-22;false;"";false;"";MANAUS TRANSMISSORA DE ENERGIA S.A;MANAUS TRANSMISSORA DE ENERGIA S.A;""
"";"";"";"";"";42.353.180/0001-35;private;26727;2021-06-11;false;"";false;"";IGUÁ RIO DE JANEIRO S.A.;IGUÁ RIO DE JANEIRO S.A.;""
"";"";"";"";"";42.310.775/0001-03;private;26735;2021-05-26;false;"";false;"";ÁGUAS DO RIO 1 SPE S.A.;ÁGUAS DO RIO 1 SPE S.A.;""
"";"";"";"";"";42.644.220/0001-06;private;26743;2021-05-26;false;"";false;"";ÁGUAS DO RIO 4 SPE S.A.;ÁGUAS DO RIO 4 SPE S.A.;""
"";"";"";"";"";42.945.876/0001-50;private;26751;2021-07-23;false;"";false;"";VERT-10 CIA SECURITIZADORA DE CREDITOS FINANCEIROS;VERT-10 CIA SECURITIZADORA DE CREDITOS FINANCEIROS;""
"";"";"";"";"";17.359.233/0001-88;private;26760;1968-10-14;false;"";false;"";TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;""
"";"";"";"";"";42.937.550/0001-81;private;26778;2021-07-23;false;"";false;"";VERT-11 COMPANHIA SECURITIZADORA DE CR+DITOS FINANCEIROS;VERT-11 COMPANHIA SECURITIZADORA DE CR+DITOS FINANCEIROS;""
"";"";"";"";"";80.680.093/0001-81;private;26786;1988-05-24;false;"";false;"";SENIOR SISTEMAS S.A.;SENIOR SISTEMAS S.A.;""
"";"";"";"";"";22.902.694/0001-95;private;26794;2015-07-22;false;"";false;"";SELF IT ACADEMIAS HOLDING S.A.;SELF IT ACADEMIAS HOLDING S.A.;""
"";"";"";"";"";04.368.898/0001-06;state_owned_holding;26808;2001-03-20;false;"";true;"";COPEL DISTRIBUIÇÃO S.A.;COPEL DISTRIBUIÇÃO S.A.;""
"";"";"";"";"";26.072.786/0001-46;private;26816;2016-07-07;false;"";false;"";QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES;""
"";"";"";"";"";43.335.774/0001-86;private;26824;2021-08-09;false;"";false;"";TRAVESSIA SECURITIZADORA DE CREÉDITOS MERCANTIS VI S.A.;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI;""
"";"";"";"";"";38.482.780/0001-26;private;26832;2020-08-20;false;"";false;"";ANEMUS WIND HOLDING S.A.;ANEMUS WIND HOLDING S.A.;""
"";"";"";"";"";44.841.035/0001-29;private;26840;2022-01-03;false;"";false;"";SAP SECURITIZADORA DE CREDITOS FINANCEIROS S.A.;SAP SECURITIZADORA DE CREDITOS FINANCEIROS S.A.;""
"";"";"";"";"";36.763.716/0001-98;private;26859;2020-03-11;false;"";false;"";CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.;CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.;""
"";"";"";"";"";60.665.981/0001-18;private;26867;1936-11-27;false;"";false;"";UNIAO QUIMICA FARMACEUTICA NACIONAL S.A.;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;""
"";"";"";"";"";36.146.575/0001-64;private;26875;2020-01-20;false;"";false;"";EIXO SP CONCESSIONARIA DE RODOVIAS S.A.;"";""
"";"";"";"";"";03.820.456/0001-96;private_holding;26883;2000-03-24;false;"";false;"";BSB ENERGÉTICA S.A.;BSB ENERGÉTICA S.A.;""
"";"";"";"";"";01.968.293/0001-68;private_holding;26891;1997-05-28;false;"";false;"";ELETRORIVER S.A.;ELETRORIVER S.A.;""
"";"";"";"";"";40.593.395/0001-06;private;26905;2020-09-29;false;"";false;"";IFIN PARTICIPACOES S.A.;IFIN PARTICIPAÇÕES S.A.;""
"";"";"";"";"";44.067.725/0001-72;private;26913;2021-09-28;false;"";false;"";VIA BRASIL BR 163 CONCESSIONARIA DE RODOVIAS S.A.;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;""
"";"";"";"";"";10.319.900/0001-50;private;26921;2008-08-08;false;"";false;"";CICLUS AMBIENTAL DO BRASIL S.A.;CICLUS AMBIENTAL DO BRASIL S.A.;""
"";"";"";"";"";38.543.489/0001-10;foreign_holding;26930;2020-06-22;false;"";false;"";AMAZONE FUN PARKS S/A;AMAZONE FUN PARKS S/A;""
"";"";"";"";"";35.980.592/0001-30;private;26948;2020-01-13;false;"";false;"";ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;""
"";"";"";"";"";29.980.141/0001-08;private;26956;2022-06-15;false;"";false;"";OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;"";""
"";"";"";"";"";10.452.416/0001-02;private;26964;2008-10-28;false;"";false;"";REAG INVESTIMENTOS S. A.;REAG INVESTIMENTOS S. A.;""
"";"";"";"";"";21.331.849/0001-18;private;26972;2014-09-26;false;"";false;"";CREDGRID SERVIÇOS FINANCEIROS S.A.;CREDGRID SERVIÇOS FINANCEIROS S.A.;""
"";"";"";"";"";87.870.952/0001-44;private;26980;1971-12-07;false;"";false;"";BORRACHAS VIPAL S.A.;BORRACHAS VIPAL S.A.;""
"";"";"";"";"";39.580.673/0001-01;private;26999;2020-10-21;false;"";false;"";BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;""
"";"";"";"";"";40.480.481/0001-02;private;27006;2021-01-18;false;"";false;"";RIO ALTO STL HOLDING I S.A.;RIO ALTO STL HOLDING I S.A.;""
"";"";"";"";"";41.052.420/0001-07;private;27014;2021-03-02;false;"";false;"";SOLAR BEBIDAS S.A.;SOLAR BEBIDAS S.A.;""
"";"";"";"";"";02.041.460/0001-93;private;27022;1997-06-14;false;"";false;"";V TAL  REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;BRASIL TELECOM;""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";50017;"";true;true;"";"";GLOBAL X US INFRASTRUCTURE DEVELOPMENT ETF;GX INFRA DEV;""
AAPL;DRN;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;"";"";50024;"";true;true;"";"";APPLE INC.;"";http://www.apple.com.br
"";DRN;"";"";"";"";"";50025;"";true;true;"";"";GLOBAL X LITHIUM & BATTERY TECH ETF;"";""
EXXO;DRN;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;Petróleo, Gás e Biocombustíveis;"";"";50032;"";true;true;"";"";EXXON MOBIL CORPORATION;"";""
"";DRN;"";"";"";"";"";50033;"";true;true;"";"";GLOBAL X VIDEO GAMES & ESPORTS ETF;"";""
PFIZ;DRN;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;"";"";50040;"";true;true;"";"";PFIZER INC.;"";http://www.pfizer.com
"";DRN;"";"";"";"";"";50041;"";true;true;"";"";GLOBAL X MLP & ENERGY INFRASTRUCTURE ETF;"";""
"";DRN;"";"";"";"";"";50051;"";true;true;"";"";GLOBAL X TELEMEDICINE & DIGITAL HEALTH ETF;"";""
BOAC;DRN;Financeiro;Bancos;Intermediários Financeiros;"";"";50059;"";true;true;"";"";BANK OF AMERICA CORPORATION;"";http://www.bankofamerica.com
WALM;DRN;Consumo não Cíclico;Alimentos;Comércio e Distribuição;"";"";50067;"";true;true;"";"";WALMART INC.;"";http://www.walmartstores.com
"";DRN;"";"";"";"";"";50068;"";true;true;"";"";GLOBAL X MLP ETF;"";""
MCDC;DRN;Consumo Cíclico;Restaurante e Similares;Hotéis e Restaurantes;"";"";50075;"";true;true;"";"";MCDONALDS CORP.;"";http://www.aboutmacdonalds.com
"";DRN;"";"";"";"";"";50076;"";true;true;"";"";GLOBAL X AUTONOMOUS & ELECTRIC VEHICLES ETF;"";""
ARMT;DRN;Materiais Básicos;Siderurgia;Siderurgia e Metalurgia;"";"";50083;"";true;true;"";"";ARCELORMITTAL;"";http://www.arcelormittal.com
"";DRN;"";"";"";"";"";50084;"";true;true;"";"";GLOBAL X COPPER MINERS ETF;"";""
GSGI;DRN;Financeiro;Bancos;Intermediários Financeiros;"";"";50091;"";true;true;"";"";GOLDMAN SACHS GROUP INC.;"";http://www.goldmansachs.com
"";DRN;"";"";"";"";"";50092;"";true;true;"";"";GLOBAL X SUPERDIVIDEND ETF;"";""
CTGP;DRN;Financeiro;Bancos;Intermediários Financeiros;"";"";50105;"";true;true;"";"";CITIGROUP INC.;"";""
"";DRN;"";"";"";"";"";50106;"";true;true;"";"";GLOBAL X SILVER MINERS ETF;"";""
"";DRN;"";"";"";"";"";50114;"";true;true;"";"";GLOBAL X FINTECH ETF;"";""
CSCO;DRN;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;"";"";50121;"";true;true;"";"";CISCO SYSTEMS. INC.;"";http://www.cisco.com
"";DRN;"";"";"";"";"";50122;"";true;true;"";"";GLOBAL X CLOUD COMPUTING ETF;"";""
WFCO;DRN;Financeiro;Bancos;Intermediários Financeiros;"";"";50130;"";true;true;"";"";WELLS FARGO & COMPANY;"";http://www.wellsfargo.com
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";50131;"";true;true;"";"";GLOBAL X ROBOTICS & ARTIFICIAL INTELLIGENCE ETF;GX ROBOTC AI;""
MRCK;DRN;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;"";"";50148;"";true;true;"";"";MERCK & CO.. INC.;"";http://www.merck.com
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";50149;"";true;true;"";"";GLOBAL X NASDAQ 100 COVERED CALL ETF;GX NASDAQ100;""
MSFT;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";50156;"";true;true;"";"";MICROSOFT CORPORATION;"";http://www.microsoft.com
"";DRN;"";"";"";"";"";50157;"";true;true;"";"";GLOBAL X SOCIAL MEDIA ETF;"";""
ITLC;DRN;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;"";"";50164;"";true;true;"";"";INTEL CORPORATION;"";http://www.intel.com
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";50165;"";true;true;"";"";GLOBAL X CYBERSECURITY ETF;GX CYBERSECT;""
GEOO;DRN;Financeiro;Holdings Diversificadas;Holdings Diversificadas;"";"";50172;"";true;true;"";"";GENERAL ELECTRIC COMPANY;"";http://www.ge.com
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";50173;"";true;true;"";"";GLOBAL X URANIUM ETF;GX URANIUM;""
FCXO;DRN;Materiais Básicos;Minerais Metálicos;Mineração;"";"";50180;"";true;true;"";"";FREEPORT-MCMORAN INC.;"";http://www.fcx.com
"";DRN;"";"";"";"";"";50181;"";true;true;"";"";GLOBAL X MSCI CHINA CONSUMER DISCRETIONARY ETF;"";""
"";DRN;"";"";"";"";"";50191;"";true;true;"";"";GLOBAL X SUPERDIVIDEND US ETF;"";""
PGCO;DRN;Consumo não Cíclico;Produtos de Uso Pessoal;Produtos de Uso Pessoal e de Limpeza;"";"";50199;"";true;true;"";"";PROCTER & GAMBLE COMPANY;"";http://www.pg.com
AMZO;DRN;Consumo Cíclico;Produtos Diversos;Comércio;"";"";50202;"";true;true;"";"";AMAZON.COM. INC;"";http://www.amazon.com
"";DRN;"";"";"";"";"";50203;"";true;true;"";"";FIRST TRUST NASDAQ CLEAN EDGE GREEN ENERGY INDEX;"";""
CATP;DRN;Bens Industriais;Máquinas e Equipamentos de Construção e Agrícolas;Máquinas e Equipamentos;"";"";50210;"";true;true;"";"";CATERPILLAR INC.;"";http://www.caterpillar.com
BHYG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";50211;"";true;true;"";"";ISHARES IBOXX HIGH YIELD CORPORATE BOND ETF;BKR IBOXX HY;""
COCA;DRN;Consumo não Cíclico;Cervejas e Refrigerantes;Bebidas;"";"";50229;"";true;true;"";"";THE COCA-COLA COMPANY;"";http://www.coca-colacompany.com
CHVX;DRN;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;Petróleo, Gás e Biocombustíveis;"";"";50237;"";true;true;"";"";CHEVRON CORPORATION;"";http://www.chevron.com
"";DRN;"";"";"";"";"";50238;"";true;true;"";"";ISHARES IBOXX INVESTMENT GRADE CORPORATE BOND ETF;"";""
COLG;DRN;Consumo não Cíclico;Produtos de Uso Pessoal;Produtos de Uso Pessoal e de Limpeza;"";"";50245;"";true;true;"";"";COLGATE-PALMOLIVE COMPANY;"";http://www.colgate.com
MSCD;DRN;Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;"";"";50253;"";true;true;"";"";MASTERCARD INCORPORATED;"";http://www.mastercard.com
"";DRN;"";"";"";"";"";50262;"";true;true;"";"";ISHARES US TREASURY BOND ETF;"";""
NIKE;DRN;Consumo Cíclico;Calçados;Tecidos, Vestuário e Calçados;"";"";50270;"";true;true;"";"";NIKE INC;"";http://www.nike.com
"";DRN;"";"";"";"";"";50271;"";true;true;"";"";ISHARES 7-10 YEAR TREASURY BOND ETF;"";""
ORCL;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";50288;"";true;true;"";"";ORACLE CORPORATION;"";http://www.oracle.com
"";DRN;"";"";"";"";"";50289;"";true;true;"";"";ISHARES 3-7 YEAR TREASURY BOND ETF;"";""
SLBG;DRN;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços;Petróleo, Gás e Biocombustíveis;"";"";50296;"";true;true;"";"";SCHLUMBERGER LIMITED;"";http://www.slb.com
"";DRN;"";"";"";"";"";50297;"";true;true;"";"";ISHARES SHORT TREASURY BOND ETF;"";""
AXPB;DRN;Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;"";"";50300;"";true;true;"";"";AMERICAN EXPRESS COMPANY;"";http://www.americanexpress.com
"";DRN;"";"";"";"";"";50301;"";true;true;"";"";ISHARES 1-3 YEAR TREASURY BOND ETF;"";""
ATTB;DRN;Comunicações;Telecomunicações;Telecomunicações;"";"";50318;"";true;true;"";"";AT&T INC.;"";http://www.att.com
"";DRN;"";"";"";"";"";50319;"";true;true;"";"";ISHARES 20 YEAR TREASURY BOND ETF;"";""
BOEI;DRN;Bens Industriais;Material Aeronáutico e de Defesa;Material de Transporte;"";"";50326;"";true;true;"";"";THE BOEING COMPANY;"";http://www.boeing.com
"";DRN;"";"";"";"";"";50327;"";true;true;"";"";ABRDN PHYSICAL SILVER SHARES ETF;"";""
BMYB;DRN;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;"";"";50334;"";true;true;"";"";BRISTOL-MYERS SQUIBB COMPANY;"";http://www.bms.com
"";DRN;"";"";"";"";"";50335;"";true;true;"";"";ABRDN PHYSICAL GOLD SHARES ETF;"";""
"";DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";50342;"";true;true;"";"";INTERNATIONAL BUSINESS MACHINES CORPORATION;"";http://www.ibm.com
"";DRE;"";"";"";"";"";50343;"";true;true;"";"";PIMCO 1-5 YEAR U.S. TIPS INDEX EXCHANGE-TF;"";""
"";DRE;"";"";"";"";"";50344;"";true;true;"";"";PIMCO BROAD U.S. TIPS INDEX EXCHANGE-TF;"";""
"";DRE;"";"";"";"";"";50345;"";true;true;"";"";PIMCO 15 YEAR U.S. TIPS INDEX EXCHANGE-TF;"";""
"";DRE;"";"";"";"";"";50346;"";true;true;"";"";PIMCO INVESTMENT GRADE CORP BOND INDEX EXCH-TF;"";""
"";DRE;"";"";"";"";"";50347;"";true;true;"";"";PIMCO 0-5 YEAR HIGH YIELD CORP BOND INDEX EXCH-TF;"";""
"";DRE;"";"";"";"";"";50348;"";true;true;"";"";PIMCO 25 YEAR ZERO COUPON US TREASUR INDEX EXCH-TF;"";""
JNJB;DRN;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;"";"";50350;"";true;true;"";"";JOHNSON & JOHNSON;"";http://www.jnj.com
PEPB;DRN;Consumo não Cíclico;Cervejas e Refrigerantes;Bebidas;"";"";50377;"";true;true;"";"";PEPSICO. INC.;"";http://www.pepsico.com
VISA;DRN;Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;"";"";50385;"";true;true;"";"";VISA INC.;"";http://www.corporate.visa.com
DISB;DRN;Comunicações;Produção e Difusão de Filmes e Programas;Mídia;"";"";50393;"";true;true;"";"";THE WALT DISNEY COMPANY;"";http://www.disney.co.uk
"";DRE;"";"";"";"";"";50408;"";true;true;"";"";ISHARES CORE HIGH DIVIDEND ETF;"";""
QCOM;DRN;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;"";"";50415;"";true;true;"";"";QUALCOMM INC.;"";http://www.qualcomm.com
"";DRE;"";"";"";"";"";50416;"";true;true;"";"";ISHARES GLOBAL CONSUMER STAPLES ETF;"";""
VERZ;DRN;Comunicações;Telecomunicações;Telecomunicações;"";"";50423;"";true;true;"";"";VERIZON COMMUNICATIONS INC.;"";http://www.verizon.com
"";DRE;"";"";"";"";"";50424;"";true;true;"";"";ISHARES MSCI CHINA A ETF;"";""
HALI;DRN;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços;Petróleo, Gás e Biocombustíveis;"";"";50431;"";true;true;"";"";HALLIBURTON COMPANY;"";http://www.halliburton.com
"";DRE;"";"";"";"";"";50432;"";true;true;"";"";ISHARES MSCI SAUDI ARABIA ETF;"";""
"";DRE;"";"";"";"";"";50441;"";true;true;"";"";ISHARES S&P SMALL-CAP 600 VALUE ETF;"";""
NFLX;DRN;Comunicações;Produção e Difusão de Filmes e Programas;Mídia;"";"";50458;"";true;true;"";"";NETFLIX. INC.;"";http://www.netflix.com
"";DRE;"";"";"";"";"";50459;"";true;true;"";"";ISHARES US CONSUMER DISCRETIONARY ETF;"";""
"";DRE;"";"";"";"";"";50467;"";true;true;"";"";ISHARES CYBERSECURITY AND TECH ETF;"";""
FDMO;DRN;Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;"";"";50474;"";true;true;"";"";FORD MOTORS COMPANY;"";http://www.ford.com
"";DRE;"";"";"";"";"";50475;"";true;true;"";"";ISHARES MORTGAGE REAL ESTATE ETF;"";""
AMGN;DRN;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;"";"";50482;"";true;true;"";"";AMGEN INC.;"";http://www.amgen.com
"";DRE;"";"";"";"";"";50483;"";true;true;"";"";ISHARES MSCI EUROPE FINANCIALS ETF;"";""
