b3_issuer_code;b3_listing_segment;b3_sector;b3_segment;b3_subsector;cnpj;controlling_interest;cvm_code;founding_date;is_b3_listed;is_foreign;is_state_owned;main_activity;name;trade_name;website
CMCS;DRN;Comunicações;Produção e Difusão de Filmes e Programas;Mídia;"";"";50490;"";true;true;"";"";COMCAST CORPORATION;"";http://www.comcast.com
"";DRE;"";"";"";"";"";50491;"";true;true;"";"";ISHARES RESIDENTIAL MULTISECTOR REAL ESTATE ETF;"";""
MMMC;DRN;Financeiro;Holdings Diversificadas;Holdings Diversificadas;"";"";50504;"";true;true;"";"";3M COMPANY;"";http://www.3m.com
"";DRE;"";"";"";"";"";50505;"";true;true;"";"";ISHARES SELF-DRIVING EV AND TECH ETF;"";""
ABTT;DRN;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;"";"";50512;"";true;true;"";"";ABBOTT LABORATORIES;"";http://www.abbott.com
"";DRE;"";"";"";"";"";50513;"";true;true;"";"";ISHARES US CONSUMER STAPLES ETF;"";""
COPH;DRN;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;Petróleo, Gás e Biocombustíveis;"";"";50520;"";true;true;"";"";CONOCOPHILLIPS;"";http://www.conocophillips.com
"";DRE;"";"";"";"";"";50521;"";true;true;"";"";ISHARES GENOMICS IMMUNOLOGY AND HEALTHCARE ETF;"";""
"";DRE;"";"";"";"";"";50531;"";true;true;"";"";ISHARES MSCI ACWI LOW CARBON TARGET ETF;"";""
EBAY;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";50547;"";true;true;"";"";EBAY INC.;"";http://www.ebay.com
"";DRE;Não Classificados;Não Classificados;Não Classificado;"";"";50548;"";true;true;"";"";ISHARES MSCI GLOBAL METALS & MINING PRODUCERS ETF;BKR GBMM PRD;""
LILY;DRN;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;"";"";50555;"";true;true;"";"";ELI LILLY AND COMPANY;"";http://www.lilly.com
"";DRE;"";"";"";"";"";50556;"";true;true;"";"";ISHARES ROBOTICS & ARTIFICIAL INTELLIG MULTISECTOR;"";""
HOME;DRN;Consumo Cíclico;Produtos Diversos;Comércio;"";"";50563;"";true;true;"";"";THE HOME DEPOT. INC.;"";http://www.homedepot.com
"";DRE;"";"";"";"";"";50564;"";true;true;"";"";ISHARES MSCI GLOBAL SUSTAINABLE DEVELOP GOALS ETF;"";""
"";DRN;Financeiro;Bancos;Intermediários Financeiros;"";"";50571;"";true;true;"";"";JPMORGAN CHASE & CO.;"";http://www.jpmorganchase.com
"";DRE;"";"";"";"";"";50572;"";true;true;"";"";ISHARES US INFRASTRUCTURE ETF;"";""
"";DRE;"";"";"";"";"";50581;"";true;true;"";"";ISHARES US UTILITIES ETF;"";""
UPSS;DRN;Bens Industriais;Transporte Rodoviário;Transporte;"";"";50598;"";true;true;"";"";UNITED PARCEL SERVICE. INC.;"";http://www.ups.com
"";DRE;"";"";"";"";"";50599;"";true;true;"";"";GLOBAL X S&P 500 COVERED CALL ETF;"";""
XRXB;DRN;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;"";"";50601;"";true;true;"";"";XEROX HOLDINGS CORPORATION;"";http://www.xerox.com
"";DRE;"";"";"";"";"";50602;"";true;true;"";"";GLOBAL X RUSSELL 2000 COVERED CALL ETF;"";""
SBUB;DRN;Consumo Cíclico;Restaurante e Similares;Hotéis e Restaurantes;"";"";50610;"";true;true;"";"";STARBUCKS CORPORATION;"";http://www.starbucks.com
"";DRE;"";"";"";"";"";50611;"";true;true;"";"";GLOBAL X SUPERDIVIDEND REIT ETF;"";""
"";DRE;"";"";"";"";"";50629;"";true;true;"";"";GLOBAL X MSCI GREECE ETF;"";""
"";DRE;"";"";"";"";"";50637;"";true;true;"";"";GLOBAL X MSCI CHINA FINANCIALS ETF;"";""
MSBR;DRN;Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;"";"";50644;"";true;true;"";"";MORGAN STANLEY;"";http://www.morganstanley.com
"";DRE;"";"";"";"";"";50645;"";true;true;"";"";GLOBAL X CANNABIS ETF;"";""
LMTB;DRN;Bens Industriais;Material Aeronáutico e de Defesa;Material de Transporte;"";"";50652;"";true;true;"";"";LOCKHEED MARTIN CORPORATION;"";http://www.lockheedmartin.com
HONB;DRN;Financeiro;Holdings Diversificadas;Holdings Diversificadas;"";"";50679;"";true;true;"";"";HONEYWELL INTERNATIONAL INC.;"";http://www.honeywell.com
FDXB;DRN;Bens Industriais;Transporte Rodoviário;Transporte;"";"";50687;"";true;true;"";"";FEDEX CORPORATION;"";http://www.fedex.com
HPQB;DRN;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;"";"";50695;"";true;true;"";"";HEWLETT-PACKARD COMPANY;"";http://www.hp.com
"";DRE;"";"";"";"";"";50696;"";true;true;"";"";JPMORGAN BETABUILDERS CANADA ETF;"";""
"";DRE;"";"";"";"";"";50701;"";true;true;"";"";JPMORGAN BETABUILDERS MSCI US REIT ETF;"";""
BERK;DRN;Financeiro;Holdings Diversificadas;Holdings Diversificadas;"";"";50717;"";true;true;"";"";BERKSHIRE HATHAWAY INC.;"";http://www.bradescocustodia.com.br
"";DRE;"";"";"";"";"";50718;"";true;true;"";"";JPMORGAN DIVERSIFIED RETURN INTERNATION EQUITY ETF;"";""
"";DRE;"";"";"";"";"";50726;"";true;true;"";"";JPMORGAN BETABUILDERS US MID CAP EQUITY ETF;"";""
FBOK;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";50733;"";true;true;"";"";FACEBOOK. INC.;"";""
"";DRE;"";"";"";"";"";50734;"";true;true;"";"";JPMORGAN BETABUILDERS US EQUITY ETF;"";""
TWTR;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";50741;"";true;true;"";"";TWITTER. INC.;"";""
"";DRE;"";"";"";"";"";50742;"";true;true;"";"";JPMORGAN US QUALITY FACTOR ETF;"";""
"";DRE;"";"";"";"";"";50751;"";true;true;"";"";JPMORGAN DIVERSIFIED RETURN US EQUITY ETF;"";""
"";DRE;"";"";"";"";"";50769;"";true;true;"";"";JPMORGAN DIVERSIFIED RETURN EMERG MARKT EQUITY ETF;"";""
RYTT;DRN;Bens Industriais;Material Aeronáutico e de Defesa;Material de Transporte;"";"";50776;"";true;true;"";"";RAYTHEON TECHNOLOGIES CORPORATION;"";http://www.utc.com/investors/pages/default.aspx
"";DRE;"";"";"";"";"";50777;"";true;true;"";"";JPMORGAN US VALUE FACTOR ETF;"";""
USBC;DRN;Financeiro;Bancos;Intermediários Financeiros;"";"";50784;"";true;true;"";"";U.S. BANCORP;"";http://phx.corporate-ir.net/phoenix.zhtml?c=117565&p=irol-irhome
"";DRE;"";"";"";"";"";50785;"";true;true;"";"";JPMORGAN DIVERSIFIED RETURN US MID CAP EQUITY ETF;"";""
"";DRN;Consumo Cíclico;Produtos Diversos;Comércio;"";"";50792;"";true;true;"";"";TIFFANY CO;TIFFANY;http://investor.tiffany.com
"";DRE;"";"";"";"";"";50793;"";true;true;"";"";JPMORGAN US MOMENTUM FACTOR ETF;"";""
"";DRE;"";"";"";"";"";50807;"";true;true;"";"";JPMORGAN DIVERSIFIED RETURN US SMALLCAP EQUITY ETF;"";""
"";DRE;"";"";"";"";"";50808;"";true;true;"";"";GLOBAL X BLOCKCHAIN ETF;"";""
"";DRE;"";"";"";"";"";50809;"";true;true;"";"";GLOBAL X CLEANTECH ETF;"";""
"";DRE;"";"";"";"";"";50810;"";true;true;"";"";PIMCO RAFI DYNAMIC MULTI-FACTOR EME ETF;"";""
"";DRE;"";"";"";"";"";50811;"";true;true;"";"";WISDOMTREE CLOUD COMPUTING FUND;"";""
"";DRE;"";"";"";"";"";50812;"";true;true;"";"";VANECK EMERGING MARKETS HIGH YIELD BOND ETF;"";""
"";DRE;"";"";"";"";"";50813;"";true;true;"";"";VANECK FALLEN ANGEL HIGH YIELD BOND ETF;"";""
"";DRE;"";"";"";"";"";50815;"";true;true;"";"";VANECK PREFERRED SECURITIES EX FINANCIALS ETF;"";""
"";DRE;"";"";"";"";"";50816;"";true;true;"";"";GLOBAL X US PREFERRED ETF;"";""
"";DRE;"";"";"";"";"";50817;"";true;true;"";"";GLOBAL X VARIABLE RATE PREFERRED ETF;"";""
"";DRE;"";"";"";"";"";50818;"";true;true;"";"";GLOBAL X S&P 500 CATHOLIC VALUES ETF;"";""
"";DRE;"";"";"";"";"";50819;"";true;true;"";"";GLOBAL X CONSCIOUS COMPANIES ETF;"";""
"";DRE;"";"";"";"";"";50820;"";true;true;"";"";ISHARES 1-5 YEAR INVESTM GRADE CORPORATE BOND ETF;"";""
"";DRE;"";"";"";"";"";50821;"";true;true;"";"";ISHARES 0-3 MONTH TREASURY BOND ETF;"";""
"";DRE;"";"";"";"";"";50823;"";true;true;"";"";ISHARES NORTH AMERICAN NATURAL RESOURCES ETF;"";""
"";DRE;"";"";"";"";"";50824;"";true;true;"";"";ISHARES NATIONAL MUNI BOND ETF;"";""
"";DRE;"";"";"";"";"";50825;"";true;true;"";"";ISHARES EXPANDED TECH-SOFTWARE SECTOR ETF;"";""
"";DRE;"";"";"";"";"";50826;"";true;true;"";"";ISHARES 0-5 YEAR HIGH YIELD CORPORATE BOND ETF;"";""
"";DRE;"";"";"";"";"";50827;"";true;true;"";"";ISHARES GLOBAL ENERGY ETF;"";""
"";DRE;"";"";"";"";"";50828;"";true;true;"";"";ISHARES U.S. HOME CONSTRUCTION ETF;"";""
"";DRE;"";"";"";"";"";50829;"";true;true;"";"";ISHARES CORE MSCI PACIFIC ETF;"";""
"";DRE;"";"";"";"";"";50831;"";true;true;"";"";ISHARES U.S. INDUSTRIALS ETF;"";""
"";DRE;"";"";"";"";"";50832;"";true;true;"";"";ISHARES US PHARMACEUTICALS ETF;"";""
"";DRE;"";"";"";"";"";50833;"";true;true;"";"";ISHARES U.S. BASIC MATERIALS ETF;"";""
"";DRE;"";"";"";"";"";50834;"";true;true;"";"";ISHARES U.S. HEALTHCARE PROVIDERS ETF;"";""
"";DRE;"";"";"";"";"";50835;"";true;true;"";"";ISHARES MSCI GLOBAL AGRICULTURE PRODUCERS ETF;"";""
"";DRE;"";"";"";"";"";50836;"";true;true;"";"";ISHARES US OIL & GAS EXPLORATION & PRODUCTION ETF;"";""
"";DRE;"";"";"";"";"";50837;"";true;true;"";"";ISHARES MSCI PACIFIC EX JAPAN ETF;"";""
"";DRE;"";"";"";"";"";50838;"";true;true;"";"";ISHARES CURRENCY HEDGED MSCI EUROZONE ETF;"";""
"";DRE;"";"";"";"";"";50839;"";true;true;"";"";ISHARES CURRENCY HEDGED MSCI JAPAN ETF;"";""
"";DRE;"";"";"";"";"";50840;"";true;true;"";"";ISHARES US TRANSPORTATION ETF;"";""
ACNB;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";50857;"";true;true;"";"";ACCENTURE PLC;"";http://www.accenture.com
GDBR;DRN;Bens Industriais;Material Aeronáutico e de Defesa;Material de Transporte;"";"";50865;"";true;true;"";"";GENERAL DYNAMICS CORP.;"";http://www.generaldynamics.com
KMBB;DRN;Consumo não Cíclico;Produtos de Uso Pessoal;Produtos de Uso Pessoal e de Limpeza;"";"";50873;"";true;true;"";"";KIMBERLY-CLARK CORP;"";http://www.kimberly-clark.com
METB;DRN;Financeiro;Seguradoras;Previdência e Seguros;"";"";50881;"";true;true;"";"";METLIFE INC;"";http://www.metlife.com
TGTB;DRN;Consumo não Cíclico;Alimentos;Comércio e Distribuição;"";"";50890;"";true;true;"";"";TARGET CORP;"";http://www.targetcorp.com
MDLZ;DRN;Consumo não Cíclico;Alimentos Diversos;Alimentos Processados;"";"";50903;"";true;true;"";"";MONDELEZ INTERNATIONAL. INC;"";http://www.mondelezinternational.com
MOSC;DRN;Materiais Básicos;Fertilizantes e Defensivos;Químicos;"";"";50911;"";true;true;"";"";THE MOSAIC COMPANY;"";http://www.mosaicco.com
UPAC;DRN;Bens Industriais;Transporte Ferroviário;Transporte;"";"";50920;"";true;true;"";"";UNION PACIFIC CORPORATION;"";http://www.up.com
TEXA;DRN;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;"";"";50954;"";true;true;"";"";TEXAS INSTRUMENTS INC.;"";http://www.ti.com
"";DRN;Financeiro;Gestão de Recursos e Investimentos;Serviços Financeiros Diversos;"";"";50962;"";true;true;"";"";THE BANK OF NEW YORK MELLON CORPORATION;"";http://www.bankofny.com
WUNI;DRN;Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;"";"";50970;"";true;true;"";"";THE WESTERN UNION COMPANY;"";http://www.westerunion.com
HSHY;DRN;Consumo não Cíclico;Alimentos Diversos;Alimentos Processados;"";"";50989;"";true;true;"";"";THE HERSHEY COMPANY;"";http://www.thehersheycompany.com
COTY;DRN;Consumo não Cíclico;Produtos de Uso Pessoal;Produtos de Uso Pessoal e de Limpeza;"";"";50997;"";true;true;"";"";COTY. INC.;"";http://www.coty.com
B1BW;DRN;Consumo Cíclico;Tecidos, Vestuário e Calçados;Comércio;"";"";51004;"";true;true;"";"";Bath & Body Works. Inc.;"";http://www.lb.com
DHER;DRN;Financeiro;Holdings Diversificadas;Holdings Diversificadas;"";"";51020;"";true;true;"";"";DANAHER CORPORATION;"";http://www.danaher.com
BOXP;DRN;Financeiro;Exploração de Imóveis;Exploração de Imóveis;"";"";51039;"";true;true;"";"";BOSTON PROPERTIES. INC;"";http://www.bostonproperties.com
FMXB;DRN;Consumo não Cíclico;Cervejas e Refrigerantes;Bebidas;"";"";51055;"";true;true;"";"";FOMENTO ECONOMICO MEXICANO SAB DE CV - FEMSA;"";http://www.femsa.com
KHCB;DRN;Consumo não Cíclico;Alimentos Diversos;Alimentos Processados;"";"";51063;"";true;true;"";"";THE KRAFT HEINZ COMPANY;"";http://www.kraftheinzcompany.com
ABBV;DRN;Consumo não Cíclico;Medicamentos e Outros Produtos;Saúde;"";"";51071;"";true;true;"";"";ABBVIE INC.;"";http://www.abbvie.com
BLAK;DRN;Financeiro;Gestão de Recursos e Investimentos;Serviços Financeiros Diversos;"";"";51080;"";true;true;"";"";BLACKROCK. INC.;"";http://www.blackrock.com
CTSH;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";51098;"";true;true;"";"";COGNIZANT TECHNOLOGY SOLUTIONS;"";http://www.cognizant.com
COWC;DRN;Consumo Cíclico;Produtos Diversos;Comércio;"";"";51101;"";true;true;"";"";COSTCO WHOLESALE CORPORATION;"";http://www.costco.com
"";DRN;Consumo não Cíclico;Medicamentos e Outros Produtos;Saúde;"";"";51110;"";true;true;"";"";CVS HEALTH CORPORATION;"";http://www.cvs.com
DEAI;DRN;Construção e Transporte;Transporte Aéreo;Transporte;"";"";51128;"";true;true;"";"";DELTA AIR LINES. INC.;"";http://www.delta.com
GILD;DRN;Consumo não Cíclico;Medicamentos e Outros Produtos;Saúde;"";"";51160;"";true;true;"";"";GILEAD SCIENCES. INC.;"";http://www.gilead.com
MACY;DRN;Consumo Cíclico;Tecidos, Vestuário e Calçados;Comércio;"";"";51179;"";true;true;"";"";MACYS INC.;"";""
"";DRN;Consumo Cíclico;Tecidos, Vestuário e Calçados;Comércio;"";"";51187;"";true;true;"";"";ROSS STORES. INC.;"";http://www.rossstores.com
SSFO;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";51195;"";true;true;"";"";SALESFORCE.COM. INC.;"";http://www.salesforce.com
SCHW;DRN;Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;"";"";51209;"";true;true;"";"";THE CHARLES SCHWAB CORPORATION;"";http://www.schwab.com
GPSI;DRN;Consumo Cíclico;Tecidos, Vestuário e Calçados;Comércio;"";"";51217;"";true;true;"";"";THE GAP. INC.;"";http://www.gapinc.com
TRVC;DRN;Financeiro;Seguradoras;Previdência e Seguros;"";"";51225;"";true;true;"";"";THE TRAVELERS COMPANIES. INC;"";http://travelers.com
"";DRN;Consumo não Cíclico;Serviços Médicos, Hospitalares, Análises e Diagnósticos;Saúde;"";"";51233;"";true;true;"";"";THERMO FISHER SCIENTIFIC. INC.;"";http://www.thermofisher.com
BIIB;DRN;Consumo não Cíclico;Medicamentos e Outros Produtos;Saúde;"";"";51241;"";true;true;"";"";BIOGEN INC.;"";http://www.biogen.com
MDTC;DRN;Consumo não Cíclico;Medicamentos e Outros Produtos;Saúde;"";"";51250;"";true;true;"";"";MEDTRONIC PUBLIC LIMITED COMPANY;"";http://www.medtronic.com
GOGL;DRN;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;"";"";51268;"";true;true;"";"";ALPHABET INC.;"";http://investor.google.com
UBSG;DRN;Financeiro;Bancos;Intermediários Financeiros;"";"";51276;"";true;true;"";"";UBS GROUP AG;"";http://www.ubs.com
BBYY;DRN;Consumo Cíclico;Produtos Diversos;Comércio;"";"";51284;"";true;true;"";"";BEST BUY CO.. INC.;"";http://www.bestbuy.com
USSX;DRN;Materiais Básicos;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;"";"";51292;"";true;true;"";"";UNITED STATES STEEL CORPORATION;"";http://www.ussteel.com
GMCO;DRN;Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;"";"";51306;"";true;true;"";"";GENERAL MOTORS COMPANY;"";http://www.gm.com
GPRO;DRN;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;"";"";51322;"";true;true;"";"";GOPRO. INC.;"";http://www.gopro.com
VLOE;DRN;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;Petróleo, Gás e Biocombustíveis;"";"";51373;"";true;true;"";"";VALERO ENERGY CORPORATION;"";http://www.valero.com
TSLA;DRN;Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;"";"";51403;"";true;true;"";"";TESLA. INC;"";http://www.teslamotors.com
RIGG;DRN;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;Petróleo, Gás e Biocombustíveis;"";"";51411;"";true;true;"";"";TRANSOCEAN LTD.;"";http://www.deepwater.com
ARNC;DRN;Materiais Básicos;Minerais Metálicos;Mineração;"";"";51420;"";true;true;"";"";HOWMET AEROSPACE INC.;"";http://www.arconic.com
AALL;DRN;Construção e Transporte;Transporte Aéreo;Transporte;"";"";51446;"";true;true;"";"";AMERICAN AIRLINES GROUP INC.;"";http://www.aa.com
FSLR;DRN;Bens Industriais;Serviços Diversos;Serviços;"";"";51454;"";true;true;"";"";FIRST SOLAR. INC;"";http://firstsolar.com
DUKB;DRN;Utilidade Pública;Energia Elétrica;Energia Elétrica;"";"";51470;"";true;true;"";"";DUKE ENERGY CORPORATION;"";http://www.duke.com
AIGB;DRN;Financeiro;Seguradoras;Previdência e Seguros;"";"";51489;"";true;true;"";"";AMERICAN INTERNATIONAL GROUP INC.;"";http://www.aig.com
DDNB;DRN;Financeiro;Holdings Diversificadas;Holdings Diversificadas;"";"";51497;"";true;true;"";"";DUPONT DE NEMOURS INC.;"";http://www.bradescocustodia.com.br
ATVI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51500;"";true;true;"";"";ACTIVISION BLIZZARD INC;"";""
ADBE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51519;"";true;true;"";"";ADOBE INC;"";""
MOOO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51527;"";true;true;"";"";ALTRIA GROUP. INC.;"";http://www.altria.com
APTV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51535;"";true;true;"";"";APTIV PLC;"";""
AWII;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51543;"";true;true;"";"";ARMSTRONG WORLD INDUSTRIES INC;"";""
ADPR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51551;"";true;true;"";"";AUTOMATIC DATA PROCESSING INC;"";""
AZOI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51560;"";true;true;"";"";AUTOZONE INC;"";""
BKNG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51578;"";true;true;"";"";BOOKING HOLDINGS INC;"";""
AVGO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51586;"";true;true;"";"";BROADCOM INC;"";""
CNIC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51594;"";true;true;"";"";CANADIAN NATIONAL RAILWAY CO;"";""
CPRL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51608;"";true;true;"";"";CANADIAN PACIFIC RAILWAY LTD;"";""
CAON;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51616;"";true;true;"";"";CAPITAL ONE FINANCIAL CORP;"";""
CAPH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51624;"";true;true;"";"";CAPRI HOLDINGS LTD;"";""
CRIN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51632;"";true;true;"";"";CARTERS INC;"";http://www.carters.com
CHCM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51640;"";true;true;"";"";CHARTER COMMUNICATIONS INC;"";""
CHDC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51659;"";true;true;"";"";CHURCH & DWIGHT CO INC;"";""
CINF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51667;"";true;true;"";"";CINCINNATI FINANCIAL CORP;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51675;"";true;true;"";"";CLOROX COMPANY;"";""
CHME;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51683;"";true;true;"";"";CME GROUP INC.;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51691;"";true;true;"";"";CONSTELLATION BRANDS INC;"";""
CRDA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51705;"";true;true;"";"";CREDIT ACCEPTANCE CORP;"";""
CSXC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51713;"";true;true;"";"";CSX CORP;"";""
DVAI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51721;"";true;true;"";"";DAVITA INC;"";""
DEEC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51730;"";true;true;"";"";DEERE & CO;"";""
XRAY;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51748;"";true;true;"";"";DENTSPLY SIRONA INC;"";""
DBAG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51756;"";true;true;"";"";DEUTSCHE BANK AKTIENGESELLSCHAFT;"";""
DCVY;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51764;"";true;true;"";"";DISCOVERY INC;"";""
DGCO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51772;"";true;true;"";"";DOLLAR GENERAL CORP;"";""
DLTR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51780;"";true;true;"";"";DOLLAR TREE INC;"";""
EAIN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51799;"";true;true;"";"";ELECTRONIC ARTS INC;"";""
EQIX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51802;"";true;true;"";"";EQUINIX INC;"";""
ELCI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51810;"";true;true;"";"";ESTEE LAUDER COMPANIES INC;"";""
EXGR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51829;"";true;true;"";"";EXPEDIA GROUP INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51837;"";true;true;"";"";FASTENAL CO;"";""
FFTD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51845;"";true;true;"";"";FIFTH THIRD BANCORP;"";""
FLTC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51853;"";true;true;"";"";FLEETCOR TECHNOLOGIES INC;"";""
GPRK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51861;"";true;true;"";"";GEOPARK LTD;"";""
THGI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51870;"";true;true;"";"";HANOVER INSURANCE GROUP INC;"";""
INTU;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51888;"";true;true;"";"";INTUIT INC;"";""
ISBC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51896;"";true;true;"";"";INVESTORS BANCORP INC;"";""
KMPR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51900;"";true;true;"";"";KEMPER CORP;"";""
KMIC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51918;"";true;true;"";"";KINDER MORGAN INC;"";""
LBRD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51926;"";true;true;"";"";LIBERTY BROADBAND CORP;"";""
LSXM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51934;"";true;true;"";"";LIBERTY MEDIA CORP;"";""
LOWC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51942;"";true;true;"";"";LOWES COMPANIES INC;"";""
MKLC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51950;"";true;true;"";"";MARKEL CORP;"";""
MELI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51969;"";true;true;"";"";MERCADOLIBRE INC;"";""
MUTC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51977;"";true;true;"";"";MICRON TECHNOLOGY INC;"";""
MCOR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51985;"";true;true;"";"";MOODYS CORP;"";""
NEXT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";51993;"";true;true;"";"";NEXTERA ENERGY INC;"";""
