assets_per_share;cvm_code;earnings_per_share;ebit_per_share;equity_per_share;net_sales_per_share;price;price_earnings;price_to_book;price_to_cash_flow;price_to_sales;shares;ticker
29.7189;13986;-0.5668;3.458;7.6641;8.7716;40.48;-71.414;5.2817;12.008;4.6149;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;40.3;-71.0965;5.2583;11.9546;4.5944;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;39.63;-69.9145;5.1708;11.7559;4.518;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;40.51;-71.467;5.2857;12.0169;4.6183;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;40.15;-70.8319;5.2387;11.9101;4.5773;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;39.63;-69.9145;5.1708;11.7559;4.518;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;39.39;-69.4911;5.1395;11.6847;4.4906;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;38.86;-68.5561;5.0704;11.5275;4.4302;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;38.99;-68.7854;5.0873;11.566;4.445;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;38.94;-68.6972;5.0808;11.5512;4.4393;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;39.35;-69.4205;5.1343;11.6728;4.486;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;39.62;-69.8969;5.1695;11.7529;4.5168;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;40.59;-71.6081;5.2961;12.0406;4.6274;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;40.82;-72.0139;5.3261;12.1089;4.6536;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;38.18;-67.3564;4.9816;11.3257;4.3527;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.65;-64.6572;4.782;10.8719;4.1782;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.36;-62.3814;4.6137;10.4892;4.0312;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.58;-64.5337;4.7729;10.8511;4.1703;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.8;-63.1577;4.6711;10.6197;4.0813;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.59;-64.5514;4.7742;10.8541;4.1714;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.12;-63.7222;4.7129;10.7147;4.1178;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.38;-62.4167;4.6163;10.4951;4.0335;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;34.28;-60.4761;4.4728;10.1688;3.908;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;33.25;-58.659;4.3384;9.8633;3.7906;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;33.06;-58.3238;4.3136;9.8069;3.769;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.09;-61.9051;4.5785;10.4091;4.0004;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;37.84;-66.7566;4.9373;11.2249;4.3139;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;37.31;-65.8216;4.8681;11.0677;4.2535;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.15;-63.7751;4.7168;10.7236;4.1212;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;34.94;-61.6405;4.5589;10.3646;3.9833;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.65;-64.6572;4.782;10.8719;4.1782;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.91;-63.3517;4.6855;10.6524;4.0939;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.62;-64.6043;4.7781;10.863;4.1748;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.77;-63.1048;4.6672;10.6108;4.0779;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.51;-62.6461;4.6333;10.5337;4.0483;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;37.63;-66.3861;4.9099;11.1626;4.29;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;39.52;-69.7204;5.1565;11.7232;4.5054;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;40.21;-70.9377;5.2465;11.9279;4.5841;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;38.32;-67.6034;4.9999;11.3673;4.3686;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;38.46;-67.8504;5.0182;11.4088;4.3846;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;37.93;-66.9154;4.949;11.2516;4.3242;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.87;-65.0454;4.8107;10.9371;4.2033;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.0;-63.5105;4.6972;10.6791;4.1041;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;34.63;-61.0936;4.5184;10.2727;3.948;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.08;-61.8875;4.5772;10.4062;3.9993;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.31;-64.0574;4.7376;10.771;4.1395;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.86;-63.2635;4.6789;10.6375;4.0882;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.01;-61.764;4.568;10.3854;3.9913;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.2;-63.8634;4.7233;10.7384;4.1269;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.66;-62.9107;4.6528;10.5782;4.0654;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.48;-62.5931;4.6294;10.5248;4.0449;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;37.5;-66.1568;4.8929;11.124;4.2751;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;37.45;-66.0686;4.8864;11.1092;4.2694;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;35.78;-63.1224;4.6685;10.6138;4.0791;1387253127;SUZB3
29.7189;13986;-0.5668;3.458;7.6641;8.7716;36.81;-64.9395;4.8029;10.9193;4.1965;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;37.31;162.589;4.3089;11.4044;4.0231;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;35.71;155.6165;4.1241;10.9153;3.8506;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;36.31;158.2312;4.1934;11.0987;3.9153;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;34.65;150.9973;4.0017;10.5913;3.7363;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;34.99;152.4789;4.041;10.6952;3.7729;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;37.09;161.6303;4.2835;11.3371;3.9994;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;37.56;163.6784;4.3378;11.4808;4.0501;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;37.56;163.6784;4.3378;11.4808;4.0501;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;37.69;164.2449;4.3528;11.5205;4.0641;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;40.88;178.1463;4.7212;12.4956;4.4081;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;42.68;185.9903;4.9291;13.0458;4.6022;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;41.53;180.9788;4.7963;12.6943;4.4781;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;42.88;186.8618;4.9522;13.1069;4.6237;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;44.07;192.0476;5.0896;13.4707;4.752;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;42.99;187.3412;4.9649;13.1405;4.6356;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;44.31;193.0935;5.1173;13.544;4.7779;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;46.34;201.9398;5.3518;14.1645;4.9968;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;47.44;206.7334;5.4788;14.5007;5.1154;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;46.4;202.2013;5.3587;14.1829;5.0033;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;45.04;196.2747;5.2016;13.7672;4.8566;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;44.46;193.7472;5.1346;13.5899;4.7941;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;45.05;196.3182;5.2028;13.7702;4.8577;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;45.44;198.0178;5.2478;13.8894;4.8998;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;45.71;199.1944;5.279;13.9719;4.9289;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;46.25;201.5476;5.3414;14.137;4.9871;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;46.99;204.7723;5.4268;14.3632;5.0669;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;46.35;201.9834;5.3529;14.1676;4.9979;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;45.13;196.6669;5.212;13.7947;4.8663;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;43.83;191.0017;5.0619;13.3973;4.7262;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;44.33;193.1806;5.1196;13.5501;4.7801;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;43.54;189.738;5.0284;13.3087;4.6949;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;44.15;192.3962;5.0988;13.4951;4.7607;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;44.36;193.3114;5.1231;13.5593;4.7833;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;44.99;196.0568;5.1958;13.7519;4.8512;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;45.37;197.7127;5.2397;13.868;4.8922;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;46.05;200.676;5.3183;14.0759;4.9655;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;45.91;200.0659;5.3021;14.0331;4.9504;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;46.39;202.1577;5.3575;14.1798;5.0022;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;48.62;211.8755;5.6151;14.8614;5.2427;1387253127;SUZB3
38.7522;13986;0.2295;3.3878;8.6588;9.2739;46.51;202.6806;5.3714;14.2165;5.0151;1387253127;SUZB3
