data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1964-12-10;14206;Brb - Banco De Brasilia S.a.;Banco De Brasilia;00000208000100;BSLI;Financeiro;Intermediarios Financeiros;Bancos;O Brb É Uma Instituição Financeira de Economia Mista. Controlada Pelo Governo Do Distrito Federal. Organizada Sob A Forma de Banco Múltiplo;Sim;http://www.brb.com.br
1943-01-01;19348;Itau Unibanco Holding S.a.;Itau Unibanco;60872504000123;ITUB;Financeiro;Intermediarios Financeiros;Bancos;A Sociedade Tem Por Objeto A Atividade Bancária em Todas As Modalidades Autorizadas. Inclusive A de Operações de Câmbio.;Sim;http://www.itau-unibanco.com.br/relacoes-com-investidores
1985-08-09;20532;Banco Santander (brasil) S.a.;Banco Santander;90400888000142;SANB;Financeiro;Intermediarios Financeiros;Bancos;Banco Múltiplo Com Carteira Comercial;Sim;http://www.santander.com.br
1997-05-01;20567;Banco Pine S/a;Pine;62144175000120;PINE;Financeiro;Intermediarios Financeiros;Bancos;Banco Regional Brasileiro. de Capital Aberto. Que Há Mais de Vinte Anos Destaca-se em Financiar E Assessorar Grandes E Médias Empresas.;Sim;http://www.pine.com
1979-01-01;20729;Parana Banco S.a.;Parana;14388334000199;PRBC;Financeiro;Intermediarios Financeiros;Bancos;Banco Múltiplo Com Carteira de Crédito. Financiamento E Investimentos.;Sim;http://www.paranabanco.com.br
1983-12-27;20958;Banco Abc Brasil S.a.;Banco Abc Brasil;28195667000106;ABCB;Financeiro;Intermediarios Financeiros;Bancos;O Banco Tem Por Objeto A Prática de Operações Ativas. Passivas E Acessórias Inerentes às Respectivas Carteiras Autorizadas Pelo Banco Central Do Brasil.;Sim;http://www.abcbrasil.com.br
1991-01-01;21199;Banco Pan S.a.;Banco Pan;59285411000113;BPAN;Financeiro;Intermediarios Financeiros;Bancos;Banco Múltiplo Com Carteira Comercial;Sim;http://www.bancopan.com.br
1979-01-18;22616;Banco Btg Pactual S.a.;Banco Btg Pactual;30306294000145;BPAC;Financeiro;Intermediarios Financeiros;Bancos;A Companhia E Suas Controladas Formam Um Grupo de Prestação de Serviços Financeiros sediado No Brasil. Atuando Como Banco Múltiplo. Com Carteira de Investimento. Nos Termos Da legislação Aplicável.;Sim;http://www.btgpactual.com
2017-10-09;24406;Banco Inter S.a.;Banco Inter;00416968000101;BIDI;Financeiro;Intermediarios Financeiros;Bancos;Banco Múltiplo Com Carteira de Crédito. Financiamento. Investimento. Câmbio E Plataforma de Produtos E Serviços Financeiros E Não Financeiros.;Sim;http://ri.bancointer.com.br/
1965-03-25;24600;Banco Bmg S.a.;Banco Bmg;61186680000174;BMGB;Financeiro;Intermediarios Financeiros;Bancos;Prática de Todas As Operações Ativas. Passivas E Acessórias Permitidas Nas Normas Legais E Regulamentares Para O Funcionamento Dos Bancos Com Carteira Comercial. de Investimento. Inclusive Câmbio;Sim;http://www.bancobmg.com.br/ri
1980-07-29;25755;Banco Modal S.a.;Banco Modal;30723886000162;MODL;Financeiro;Intermediarios Financeiros;Bancos;A Companhia Tem Por Objeto Social A Prestação de Serviços de Banco Múltiplo. Nas Carteiras Comercial E de Investimento. Bem Com Realização de Operações No Mercado de Câmbio.;Sim;""
2009-03-12;25860;Br Advisory Partners Participacoes S.a.;Br Partners;10739356000103;BRBI;Financeiro;Intermediarios Financeiros;Bancos;Participação em Outras Sociedades. Nacionais Ou Estrangeiras. Na Qualidade de Sócia. Acionista Ou Quotista. E A Administração de Bens Próprios.;Sim;""
